Symbol,company_url,Name,Link,Price_intraday,Change,Change_pct,Volume,Avg_Vol(3M),Market_Cap,P/E_Ratio(TTM)
BANC,https://finance.yahoo.com/quote/BANC/,"Banc of California, Inc.",https://finance.yahoo.com/chart/BANC,15.86,-0.21,-1.31%,1.465M,2.172M,2.674B,-5.55
PSMT,https://finance.yahoo.com/quote/PSMT/,"PriceSmart, Inc.",https://finance.yahoo.com/chart/PSMT,87.12,-0.34,-0.39%,"156,782","178,193",2.673B,+19.61
EQX,https://finance.yahoo.com/quote/EQX/,Equinox Gold Corp.,https://finance.yahoo.com/chart/EQX,5.86,-0.12,-2.01%,7.068M,4.75M,2.669B,+8.70
FUGRF,https://finance.yahoo.com/quote/FUGRF/,Fugro N.V.,https://finance.yahoo.com/chart/FUGRF,23.75,0.00,0.00%,965,24,2.669B,+6.36
AFSIB,https://finance.yahoo.com/quote/AFSIB/,"AmTrust Financial Services, Inc.",https://finance.yahoo.com/chart/AFSIB,13.50,0.00,0.00%,715,"2,295",2.669B,+15.10
TCHBF,https://finance.yahoo.com/quote/TCHBF/,Tecan Group AG,https://finance.yahoo.com/chart/TCHBF,208.03,0.00,0.00%,85,3,2.668B,+27.10
YELP,https://finance.yahoo.com/quote/YELP/,Yelp Inc.,https://finance.yahoo.com/chart/YELP,40.52,+0.53,+1.33%,1.022M,"725,119",2.667B,+22.54
GRBK,https://finance.yahoo.com/quote/GRBK/,"Green Brick Partners, Inc.",https://finance.yahoo.com/chart/GRBK,59.91,+0.22,+0.37%,"204,318","331,204",2.666B,+9.07
KBDCF,https://finance.yahoo.com/quote/KBDCF/,Kingboard Holdings Limited,https://finance.yahoo.com/chart/KBDCF,2.40,0.00,0.00%,"19,600",4,2.665B,+9.84
CHZQ,https://finance.yahoo.com/quote/CHZQ/,China Zhong Qi Holdings Limited,https://finance.yahoo.com/chart/CHZQ,0.00,0.00,0.00%,417,1,2.665B,+0.00
TBBK,https://finance.yahoo.com/quote/TBBK/,"The Bancorp, Inc.",https://finance.yahoo.com/chart/TBBK,55.57,+0.75,+1.37%,"378,160","532,237",2.664B,+14.39
CWT,https://finance.yahoo.com/quote/CWT/,California Water Service Group,https://finance.yahoo.com/chart/CWT,44.75,+0.85,+1.94%,"388,223","323,937",2.661B,+14.57
BTSGY,https://finance.yahoo.com/quote/BTSGY/,BTS Group Holdings Public Company Limited,https://finance.yahoo.com/chart/BTSGY,16.50,0.00,0.00%,100,1,2.655B,--
IVCGF,https://finance.yahoo.com/quote/IVCGF/,Iveco Group N.V.,https://finance.yahoo.com/chart/IVCGF,10.04,0.00,0.00%,700,"2,301",2.654B,+11.38
BICEY,https://finance.yahoo.com/quote/BICEY/,Société BIC SA,https://finance.yahoo.com/chart/BICEY,32.14,0.00,0.00%,30,"2,975",2.653B,+11.95
SFFYF,https://finance.yahoo.com/quote/SFFYF/,Signify N.V.,https://finance.yahoo.com/chart/SFFYF,20.30,0.00,0.00%,100,88,2.65B,+10.00
SWTX,https://finance.yahoo.com/quote/SWTX/,"SpringWorks Therapeutics, Inc.",https://finance.yahoo.com/chart/SWTX,35.59,+2.11,+6.30%,1.403M,1.3M,2.647B,-9.07
OII,https://finance.yahoo.com/quote/OII/,"Oceaneering International, Inc.",https://finance.yahoo.com/chart/OII,26.18,-0.93,-3.43%,"689,210","809,908",2.646B,+21.09
LLAZF,https://finance.yahoo.com/quote/LLAZF/,Liechtensteinische Landesbank Aktiengesellschaft,https://finance.yahoo.com/chart/LLAZF,69.95,0.00,0.00%,200,3,2.644B,+12.96
TTMI,https://finance.yahoo.com/quote/TTMI/,"TTM Technologies, Inc.",https://finance.yahoo.com/chart/TTMI,25.89,+0.27,+1.05%,"939,406","631,127",2.64B,+36.69
JBLU,https://finance.yahoo.com/quote/JBLU/,JetBlue Airways Corporation,https://finance.yahoo.com/chart/JBLU,7.61,-0.12,-1.55%,17.272M,18.125M,2.64B,-2.78
IRDEF,https://finance.yahoo.com/quote/IRDEF/,Iren SpA,https://finance.yahoo.com/chart/IRDEF,2.06,0.00,0.00%,288,101,2.639B,+9.10
STAEF,https://finance.yahoo.com/quote/STAEF/,"Stanley Electric Co., Ltd.",https://finance.yahoo.com/chart/STAEF,16.99,0.00,0.00%,"1,000",19,2.638B,+13.90
FFBC,https://finance.yahoo.com/quote/FFBC/,First Financial Bancorp.,https://finance.yahoo.com/chart/FFBC,27.55,-0.01,-0.04%,"736,279","437,626",2.631B,+12.56
NVG,https://finance.yahoo.com/quote/NVG/,Nuveen AMT-Free Municipal Credit Income Fund,https://finance.yahoo.com/chart/NVG,12.28,0.00,0.00%,"646,758","717,127",2.622B,+29.71
PRVA,https://finance.yahoo.com/quote/PRVA/,"Privia Health Group, Inc.",https://finance.yahoo.com/chart/PRVA,21.85,+0.28,+1.30%,"505,895","697,698",2.622B,+202.49
VVVNF,https://finance.yahoo.com/quote/VVVNF/,Vivendi SE,https://finance.yahoo.com/chart/VVVNF,2.64,-0.19,-6.71%,"3,199","15,926",2.621B,+23.39
DACHF,https://finance.yahoo.com/quote/DACHF/,Daicel Corporation,https://finance.yahoo.com/chart/DACHF,8.52,0.00,0.00%,180,6,2.618B,+6.64
GWWTF,https://finance.yahoo.com/quote/GWWTF/,Growthpoint Properties Limited,https://finance.yahoo.com/chart/GWWTF,0.77,0.00,0.00%,100,1,2.618B,+34.39
MLTX,https://finance.yahoo.com/quote/MLTX/,MoonLake Immunotherapeutics,https://finance.yahoo.com/chart/MLTX,41.47,-2.50,-5.69%,"477,370","254,086",2.615B,-39.27
PPTDF,https://finance.yahoo.com/quote/PPTDF/,PeptiDream Inc.,https://finance.yahoo.com/chart/PPTDF,17.85,0.00,0.00%,200,298,2.614B,--
KYMR,https://finance.yahoo.com/quote/KYMR/,"Kymera Therapeutics, Inc.",https://finance.yahoo.com/chart/KYMR,40.29,-3.27,-7.51%,"754,055","469,237",2.609B,-20.22
JTEKY,https://finance.yahoo.com/quote/JTEKY/,JTEKT Corporation,https://finance.yahoo.com/chart/JTEKY,20.34,0.00,0.00%,2,3,2.609B,+15.38
AZZ,https://finance.yahoo.com/quote/AZZ/,AZZ Inc.,https://finance.yahoo.com/chart/AZZ,87.25,+0.55,+0.63%,"111,759","179,467",2.607B,+77.47
LIVN,https://finance.yahoo.com/quote/LIVN/,LivaNova PLC,https://finance.yahoo.com/chart/LIVN,47.98,+0.35,+0.73%,"310,746","512,101",2.605B,+125.10
PLTK,https://finance.yahoo.com/quote/PLTK/,Playtika Holding Corp.,https://finance.yahoo.com/chart/PLTK,6.98,-0.03,-0.43%,"553,126","741,877",2.602B,+14.60
JTKWY,https://finance.yahoo.com/quote/JTKWY/,Just Eat Takeaway.com N.V.,https://finance.yahoo.com/chart/JTKWY,2.52,+0.01,+0.20%,"12,975","40,381",2.59B,-1.43
WEDXF,https://finance.yahoo.com/quote/WEDXF/,The Westaim Corporation,https://finance.yahoo.com/chart/WEDXF,20.19,0.00,0.00%,"8,720","13,549",2.588B,--
VTRLY,https://finance.yahoo.com/quote/VTRLY/,Vitrolife AB (publ),https://finance.yahoo.com/chart/VTRLY,18.00,0.00,0.00%,200,18,2.584B,-8.15
KBDCY,https://finance.yahoo.com/quote/KBDCY/,Kingboard Holdings Limited,https://finance.yahoo.com/chart/KBDCY,11.65,0.00,0.00%,13,2,2.582B,+9.84
FBGGF,https://finance.yahoo.com/quote/FBGGF/,Fabege AB (publ),https://finance.yahoo.com/chart/FBGGF,8.20,0.00,0.00%,200,38,2.58B,-9.86
JPSWF,https://finance.yahoo.com/quote/JPSWF/,"The Japan Steel Works, Ltd.",https://finance.yahoo.com/chart/JPSWF,29.84,0.00,0.00%,400,2,2.576B,+27.65
BLRDY,https://finance.yahoo.com/quote/BLRDY/,Billerud AB (publ),https://finance.yahoo.com/chart/BLRDY,20.70,0.00,0.00%,900,15,2.574B,+40.73
MANDF,https://finance.yahoo.com/quote/MANDF/,Mandatum Oyj,https://finance.yahoo.com/chart/MANDF,4.60,0.00,0.00%,200,24,2.573B,--
LYSFF,https://finance.yahoo.com/quote/LYSFF/,Lerøy Seafood Group ASA,https://finance.yahoo.com/chart/LYSFF,4.32,0.00,0.00%,"2,000",59,2.572B,--
SECYF,https://finance.yahoo.com/quote/SECYF/,SECURE Waste Infrastructure Corp.,https://finance.yahoo.com/chart/SECYF,10.87,+0.05,+0.46%,700,"16,042",2.572B,+7.46
ABR,https://finance.yahoo.com/quote/ABR/,"Arbor Realty Trust, Inc.",https://finance.yahoo.com/chart/ABR,13.60,-0.03,-0.22%,2.105M,2.222M,2.565B,+11.33
ATS,https://finance.yahoo.com/quote/ATS/,ATS Corporation,https://finance.yahoo.com/chart/ATS,26.47,-0.06,-0.23%,"119,157","140,183",2.564B,+31.24
BRKWF,https://finance.yahoo.com/quote/BRKWF/,Brickworks Limited,https://finance.yahoo.com/chart/BRKWF,16.75,0.00,0.00%,1,8,2.562B,-30.93
WWLNF,https://finance.yahoo.com/quote/WWLNF/,Worldline SA,https://finance.yahoo.com/chart/WWLNF,9.04,0.00,0.00%,200,39,2.561B,-1.87
AFSIA,https://finance.yahoo.com/quote/AFSIA/,"AmTrust Financial Services, Inc.",https://finance.yahoo.com/chart/AFSIA,12.95,-0.06,-0.46%,600,"2,267",2.56B,+15.10
TKAMY,https://finance.yahoo.com/quote/TKAMY/,thyssenkrupp AG,https://finance.yahoo.com/chart/TKAMY,4.11,0.00,0.00%,"2,334","11,767",2.559B,-0.83
OCINF,https://finance.yahoo.com/quote/OCINF/,OCI N.V.,https://finance.yahoo.com/chart/OCINF,11.93,0.00,0.00%,"1,000","2,678",2.556B,-3.29
TOWN,https://finance.yahoo.com/quote/TOWN/,TowneBank,https://finance.yahoo.com/chart/TOWN,34.01,-0.13,-0.38%,"176,476","257,740",2.556B,+17.64
MRCY,https://finance.yahoo.com/quote/MRCY/,"Mercury Systems, Inc.",https://finance.yahoo.com/chart/MRCY,42.86,-0.42,-0.97%,"240,433","481,913",2.556B,-21.20
EXG,https://finance.yahoo.com/quote/EXG/,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,https://finance.yahoo.com/chart/EXG,8.34,+0.02,+0.24%,"380,519","526,616",2.554B,--
PIAHY,https://finance.yahoo.com/quote/PIAHY/,Ping An Healthcare and Technology Company Limited,https://finance.yahoo.com/chart/PIAHY,4.17,-10.83,-72.20%,200,757,2.55B,-691.72
MCOIF,https://finance.yahoo.com/quote/MCOIF/,MultiChoice Group Limited,https://finance.yahoo.com/chart/MCOIF,6.00,0.00,0.00%,100,1,2.549B,--
DRVN,https://finance.yahoo.com/quote/DRVN/,Driven Brands Holdings Inc.,https://finance.yahoo.com/chart/DRVN,15.53,-0.22,-1.40%,"398,445","594,198",2.549B,+575.89
AIN,https://finance.yahoo.com/quote/AIN/,Albany International Corp.,https://finance.yahoo.com/chart/AIN,81.31,+1.02,+1.27%,"125,877","255,239",2.545B,+25.66
SVNBY,https://finance.yahoo.com/quote/SVNBY/,"Seven Bank, Ltd.",https://finance.yahoo.com/chart/SVNBY,21.74,0.00,0.00%,300,5,2.543B,+36.85
SGRY,https://finance.yahoo.com/quote/SGRY/,"Surgery Partners, Inc.",https://finance.yahoo.com/chart/SGRY,20.00,-0.23,-1.14%,"882,592",1.11M,2.542B,-53.04
DNLMY,https://finance.yahoo.com/quote/DNLMY/,Dunelm Group plc,https://finance.yahoo.com/chart/DNLMY,12.04,-0.52,-4.14%,2,100,2.541B,+14.83
PTJSY,https://finance.yahoo.com/quote/PTJSY/,PT Jasa Marga (Persero) Tbk,https://finance.yahoo.com/chart/PTJSY,5.74,+1.03,+21.87%,100,1,2.541B,+8.07
AKO-B,https://finance.yahoo.com/quote/AKO-B/,Embotelladora Andina S.A.,https://finance.yahoo.com/chart/AKO-B,18.44,-0.60,-3.15%,"5,272","10,300",2.541B,+14.03
ENOV,https://finance.yahoo.com/quote/ENOV/,Enovis Corporation,https://finance.yahoo.com/chart/ENOV,45.47,-0.25,-0.55%,"490,748","846,006",2.541B,-20.96
ENR,https://finance.yahoo.com/quote/ENR/,"Energizer Holdings, Inc.",https://finance.yahoo.com/chart/ENR,35.29,+0.34,+0.97%,"390,352","568,936",2.538B,+234.65
NHPEF,https://finance.yahoo.com/quote/NHPEF/,New Hope Corporation Limited,https://finance.yahoo.com/chart/NHPEF,3.00,0.00,0.00%,305,"1,003",2.536B,+8.43
AIR,https://finance.yahoo.com/quote/AIR/,AAR Corp.,https://finance.yahoo.com/chart/AIR,70.61,+1.10,+1.58%,"253,326","257,281",2.535B,+37.82
FISK,https://finance.yahoo.com/quote/FISK/,"Empire State Realty OP, L.P.",https://finance.yahoo.com/chart/FISK,9.29,0.00,0.00%,500,"1,168",2.535B,+34.72
BATRB,https://finance.yahoo.com/quote/BATRB/,"Atlanta Braves Holdings, Inc.",https://finance.yahoo.com/chart/BATRB,51.50,0.00,0.00%,100,32,2.534B,-56.06
VLEEY,https://finance.yahoo.com/quote/VLEEY/,Valeo SE,https://finance.yahoo.com/chart/VLEEY,5.21,+0.04,+0.77%,723,"18,270",2.531B,+8.95
OGCP,https://finance.yahoo.com/quote/OGCP/,"Empire State Realty OP, L.P.",https://finance.yahoo.com/chart/OGCP,9.50,0.00,0.00%,"2,376","2,157",2.53B,+34.72
EWTX,https://finance.yahoo.com/quote/EWTX/,"Edgewise Therapeutics, Inc.",https://finance.yahoo.com/chart/EWTX,26.72,-1.48,-5.25%,"945,285","812,077",2.53B,-22.73
JPC,https://finance.yahoo.com/quote/JPC/,Nuveen Preferred & Income Opportunities Fund,https://finance.yahoo.com/chart/JPC,7.91,-0.01,-0.13%,"739,104",1.004M,2.527B,+6.78
ESBA,https://finance.yahoo.com/quote/ESBA/,"Empire State Realty OP, L.P.",https://finance.yahoo.com/chart/ESBA,9.30,-0.06,-0.64%,"12,216","8,608",2.523B,+34.72
WAFD,https://finance.yahoo.com/quote/WAFD/,"WaFd, Inc.",https://finance.yahoo.com/chart/WAFD,31.01,-1.07,-3.34%,1.209M,"466,395",2.523B,+14.88
CALX,https://finance.yahoo.com/quote/CALX/,"Calix, Inc.",https://finance.yahoo.com/chart/CALX,37.97,+0.45,+1.20%,"297,541","710,454",2.518B,-106.83
MCHOY,https://finance.yahoo.com/quote/MCHOY/,MultiChoice Group Limited,https://finance.yahoo.com/chart/MCHOY,5.69,0.00,0.00%,"1,000",747,2.518B,--
KLIC,https://finance.yahoo.com/quote/KLIC/,"Kulicke and Soffa Industries, Inc.",https://finance.yahoo.com/chart/KLIC,46.71,+0.36,+0.78%,"310,529","535,847",2.516B,-37.92
RLLWF,https://finance.yahoo.com/quote/RLLWF/,Reliance Worldwide Corporation Limited,https://finance.yahoo.com/chart/RLLWF,3.22,0.00,0.00%,2,40,2.516B,+24.06
RBSFY,https://finance.yahoo.com/quote/RBSFY/,Rubis,https://finance.yahoo.com/chart/RBSFY,4.89,0.00,0.00%,600,"3,791",2.515B,+7.39
RPD,https://finance.yahoo.com/quote/RPD/,"Rapid7, Inc.",https://finance.yahoo.com/chart/RPD,39.79,-0.01,-0.03%,"394,677","749,504",2.515B,+63.42
NEOG,https://finance.yahoo.com/quote/NEOG/,Neogen Corporation,https://finance.yahoo.com/chart/NEOG,11.60,+0.24,+2.11%,6.277M,2.024M,2.514B,-137.97
SURVF,https://finance.yahoo.com/quote/SURVF/,Suntec Real Estate Investment Trust,https://finance.yahoo.com/chart/SURVF,0.86,0.00,0.00%,100,113,2.512B,+18.04
SJMHF,https://finance.yahoo.com/quote/SJMHF/,SJM Holdings Limited,https://finance.yahoo.com/chart/SJMHF,0.33,0.00,0.00%,"5,000",819,2.512B,-21.41
KRYPF,https://finance.yahoo.com/quote/KRYPF/,Kerry Properties Limited,https://finance.yahoo.com/chart/KRYPF,1.73,0.00,0.00%,500,201,2.511B,+9.95
PFS,https://finance.yahoo.com/quote/PFS/,"Provident Financial Services, Inc.",https://finance.yahoo.com/chart/PFS,19.24,-0.12,-0.62%,"284,183","576,080",2.511B,+21.78
ALFRY,https://finance.yahoo.com/quote/ALFRY/,Alfresa Holdings Corporation,https://finance.yahoo.com/chart/ALFRY,13.42,0.00,0.00%,500,--,2.508B,+12.96
KOSCF,https://finance.yahoo.com/quote/KOSCF/,KOSÉ Corporation,https://finance.yahoo.com/chart/KOSCF,42.08,0.00,0.00%,"2,150",10,2.508B,+49.67
AUBBF,https://finance.yahoo.com/quote/AUBBF/,-,https://finance.yahoo.com/chart/AUBBF,21.49,0.00,0.00%,--,83,2.505B,+25.34
BVHMF,https://finance.yahoo.com/quote/BVHMF/,Vistry Group PLC,https://finance.yahoo.com/chart/BVHMF,7.56,+0.26,+3.56%,"31,589","43,836",2.505B,+9.82
CXW,https://finance.yahoo.com/quote/CXW/,"CoreCivic, Inc.",https://finance.yahoo.com/chart/CXW,22.71,-0.11,-0.48%,"883,873",1.325M,2.504B,+32.05
ODD,https://finance.yahoo.com/quote/ODD/,Oddity Tech Ltd.,https://finance.yahoo.com/chart/ODD,43.84,+0.43,+0.99%,"375,095","408,344",2.504B,+27.14
BCCMY,https://finance.yahoo.com/quote/BCCMY/,BAIC Motor Corporation Limited,https://finance.yahoo.com/chart/BCCMY,2.67,0.00,0.00%,139,5,2.503B,+7.98
FLYW,https://finance.yahoo.com/quote/FLYW/,Flywire Corporation,https://finance.yahoo.com/chart/FLYW,20.09,+0.14,+0.70%,2.015M,1.343M,2.5B,+133.11
STNE,https://finance.yahoo.com/quote/STNE/,StoneCo Ltd.,https://finance.yahoo.com/chart/STNE,8.42,-0.32,-3.66%,6.039M,5.435M,2.499B,+9.47
PLUG,https://finance.yahoo.com/quote/PLUG/,Plug Power Inc.,https://finance.yahoo.com/chart/PLUG,2.74,+0.03,+1.11%,87.96M,64.795M,2.497B,-0.99
APPN,https://finance.yahoo.com/quote/APPN/,Appian Corporation,https://finance.yahoo.com/chart/APPN,33.79,+0.34,+1.02%,"298,815","476,455",2.497B,-32.83
HICLF,https://finance.yahoo.com/quote/HICLF/,HICL Infrastructure PLC,https://finance.yahoo.com/chart/HICLF,1.40,0.00,0.00%,400,290,2.494B,--
SIG,https://finance.yahoo.com/quote/SIG/,Signet Jewelers Limited,https://finance.yahoo.com/chart/SIG,56.59,-2.33,-3.95%,2.927M,1.286M,2.493B,--
ANIOY,https://finance.yahoo.com/quote/ANIOY/,"Acerinox, S.A.",https://finance.yahoo.com/chart/ANIOY,4.92,0.00,0.00%,550,708,2.493B,+52.51
HUT,https://finance.yahoo.com/quote/HUT/,Hut 8 Corp.,https://finance.yahoo.com/chart/HUT,26.59,+0.33,+1.26%,4.964M,7.227M,2.491B,--
FCXXF,https://finance.yahoo.com/quote/FCXXF/,First Capital Real Estate Investment Trust,https://finance.yahoo.com/chart/FCXXF,11.55,0.00,0.00%,100,"9,696",2.489B,+10.92
RXRX,https://finance.yahoo.com/quote/RXRX/,"Recursion Pharmaceuticals, Inc.",https://finance.yahoo.com/chart/RXRX,6.40,-0.02,-0.31%,9.521M,12.132M,2.489B,-4.76
BB,https://finance.yahoo.com/quote/BB/,BlackBerry Limited,https://finance.yahoo.com/chart/BB,4.21,+0.07,+1.69%,13.114M,13.752M,2.487B,-10.46
RNDOF,https://finance.yahoo.com/quote/RNDOF/,Round One Corporation,https://finance.yahoo.com/chart/RNDOF,8.00,0.00,0.00%,300,9,2.483B,+17.19
FNCNF,https://finance.yahoo.com/quote/FNCNF/,Fincantieri S.p.A.,https://finance.yahoo.com/chart/FNCNF,7.70,0.00,0.00%,100,258,2.481B,-16.93
KGMEF,https://finance.yahoo.com/quote/KGMEF/,"Kagome Co., Ltd.",https://finance.yahoo.com/chart/KGMEF,26.50,0.00,0.00%,100,1,2.481B,+10.99
TBLMF,https://finance.yahoo.com/quote/TBLMF/,Tiger Brands Limited,https://finance.yahoo.com/chart/TBLMF,14.98,0.00,0.00%,241,579,2.48B,+13.35
MCVEF,https://finance.yahoo.com/quote/MCVEF/,Medicover AB (publ),https://finance.yahoo.com/chart/MCVEF,15.05,0.00,0.00%,600,16,2.479B,+116.80
AVAL,https://finance.yahoo.com/quote/AVAL/,Grupo Aval Acciones y Valores S.A.,https://finance.yahoo.com/chart/AVAL,2.24,+0.01,+0.45%,"32,588","51,383",2.475B,--
AMR,https://finance.yahoo.com/quote/AMR/,"Alpha Metallurgical Resources, Inc.",https://finance.yahoo.com/chart/AMR,190.10,-1.20,-0.63%,"150,783","182,036",2.474B,+8.64
SEM,https://finance.yahoo.com/quote/SEM/,Select Medical Holdings Corporation,https://finance.yahoo.com/chart/SEM,19.18,-0.09,-0.47%,"594,034",1.335M,2.474B,+17.83
CURB,https://finance.yahoo.com/quote/CURB/,Curbline Properties Corp.,https://finance.yahoo.com/chart/CURB,23.53,0.00,0.00%,"308,223","642,052",2.472B,+82.66
CDE,https://finance.yahoo.com/quote/CDE/,"Coeur Mining, Inc.",https://finance.yahoo.com/chart/CDE,6.19,-0.20,-3.13%,6.93M,10.038M,2.471B,-529.89
ZNKKY,https://finance.yahoo.com/quote/ZNKKY/,"ZENKOKU HOSHO Co.,Ltd.",https://finance.yahoo.com/chart/ZNKKY,11.43,0.00,0.00%,529,"1,134",2.471B,+12.88
SHWGY,https://finance.yahoo.com/quote/SHWGY/,Shandong Weigao Group Medical Polymer Company Limited,https://finance.yahoo.com/chart/SHWGY,2.08,0.00,0.00%,"2,000","2,491",2.47B,+10.61
MPGPY,https://finance.yahoo.com/quote/MPGPY/,PageGroup plc,https://finance.yahoo.com/chart/MPGPY,15.00,0.00,0.00%,1,16,2.468B,+22.80
GNNDY,https://finance.yahoo.com/quote/GNNDY/,GN Store Nord A/S,https://finance.yahoo.com/chart/GNNDY,50.82,0.00,0.00%,100,216,2.467B,+29.53
FRLOF,https://finance.yahoo.com/quote/FRLOF/,Frasers Logistics & Commercial Trust,https://finance.yahoo.com/chart/FRLOF,0.66,0.00,0.00%,"1,000","1,542",2.466B,+24.75
TSMRF,https://finance.yahoo.com/quote/TSMRF/,Tsumura & Co.,https://finance.yahoo.com/chart/TSMRF,28.15,0.00,0.00%,100,1,2.466B,+14.79
TNDM,https://finance.yahoo.com/quote/TNDM/,"Tandem Diabetes Care, Inc.",https://finance.yahoo.com/chart/TNDM,37.53,+1.58,+4.39%,1.309M,1.337M,2.465B,-15.26
LIMAF,https://finance.yahoo.com/quote/LIMAF/,Linamar Corporation,https://finance.yahoo.com/chart/LIMAF,40.02,+0.16,+0.40%,340,"33,875",2.464B,+6.20
ITOEF,https://finance.yahoo.com/quote/ITOEF/,"Ito En, Ltd.",https://finance.yahoo.com/chart/ITOEF,21.00,0.00,0.00%,100,6,2.461B,--
BDGSF,https://finance.yahoo.com/quote/BDGSF/,Bank of Georgia Group PLC,https://finance.yahoo.com/chart/BDGSF,55.80,0.00,0.00%,166,96,2.46B,+3.24
NCTKF,https://finance.yahoo.com/quote/NCTKF/,Nabtesco Corporation,https://finance.yahoo.com/chart/NCTKF,17.10,+0.65,+3.95%,72,160,2.456B,+41.97
KSRYY,https://finance.yahoo.com/quote/KSRYY/,KOSÉ Corporation,https://finance.yahoo.com/chart/KSRYY,8.47,-0.10,-1.23%,"2,800","8,745",2.456B,+49.67
KC,https://finance.yahoo.com/quote/KC/,Kingsoft Cloud Holdings Limited,https://finance.yahoo.com/chart/KC,9.91,+0.33,+3.44%,1.164M,3.596M,2.455B,--
IREN,https://finance.yahoo.com/quote/IREN/,IREN Limited,https://finance.yahoo.com/chart/IREN,11.45,-0.10,-0.87%,7.287M,17.082M,2.455B,--
KHNRF,https://finance.yahoo.com/quote/KHNRF/,"Keihan Holdings Co., Ltd.",https://finance.yahoo.com/chart/KHNRF,20.75,0.00,0.00%,100,2,2.455B,+14.33
UMICY,https://finance.yahoo.com/quote/UMICY/,Umicore SA,https://finance.yahoo.com/chart/UMICY,2.53,0.00,0.00%,"2,100","268,804",2.451B,-1.93
SUOPY,https://finance.yahoo.com/quote/SUOPY/,Sumco Corporation,https://finance.yahoo.com/chart/SUOPY,14.01,0.00,0.00%,"5,992","8,309",2.45B,+22.32
CAKE,https://finance.yahoo.com/quote/CAKE/,The Cheesecake Factory Incorporated,https://finance.yahoo.com/chart/CAKE,47.99,-0.98,-2.00%,1.376M,1.219M,2.449B,+18.32
LLESY,https://finance.yahoo.com/quote/LLESY/,Lendlease Group,https://finance.yahoo.com/chart/LLESY,3.54,0.00,0.00%,282,"1,029",2.443B,-3.02
HRIBF,https://finance.yahoo.com/quote/HRIBF/,"HORIBA, Ltd.",https://finance.yahoo.com/chart/HRIBF,58.23,0.00,0.00%,300,5,2.443B,--
ARCH,https://finance.yahoo.com/quote/ARCH/,"Arch Resources, Inc.",https://finance.yahoo.com/chart/ARCH,134.83,+0.94,+0.70%,2.89M,"353,822",2.442B,+17.06
SDRL,https://finance.yahoo.com/quote/SDRL/,Seadrill Limited,https://finance.yahoo.com/chart/SDRL,37.75,-0.76,-1.97%,"392,584","921,367",2.441B,+6.92
RNW,https://finance.yahoo.com/quote/RNW/,ReNew Energy Global Plc,https://finance.yahoo.com/chart/RNW,6.73,+0.03,+0.45%,1.282M,1.132M,2.441B,--
ACRXF,https://finance.yahoo.com/quote/ACRXF/,ACERINOX SA,https://finance.yahoo.com/chart/ACRXF,9.57,0.00,0.00%,"4,042",203,2.438B,+52.51
SBYSF,https://finance.yahoo.com/quote/SBYSF/,Sibanye Stillwater Limited,https://finance.yahoo.com/chart/SBYSF,0.86,0.00,0.00%,"2,000",511,2.438B,-1.01
RUBSF,https://finance.yahoo.com/quote/RUBSF/,Rubis,https://finance.yahoo.com/chart/RUBSF,23.70,0.00,0.00%,850,42,2.438B,+7.39
SUMCF,https://finance.yahoo.com/quote/SUMCF/,Sumco Corporation,https://finance.yahoo.com/chart/SUMCF,6.97,0.00,0.00%,"1,100","8,842",2.437B,+22.32
FBK,https://finance.yahoo.com/quote/FBK/,FB Financial Corporation,https://finance.yahoo.com/chart/FBK,52.23,-0.23,-0.44%,"124,305","159,588",2.437B,+24.59
CSASY,https://finance.yahoo.com/quote/CSASY/,"Credit Saison Co., Ltd.",https://finance.yahoo.com/chart/CSASY,15.61,0.00,0.00%,100,100,2.436B,--
UMICF,https://finance.yahoo.com/quote/UMICF/,Umicore SA,https://finance.yahoo.com/chart/UMICF,10.13,0.00,0.00%,309,913,2.436B,-1.93
ATRRF,https://finance.yahoo.com/quote/ATRRF/,Altarea SCA,https://finance.yahoo.com/chart/ATRRF,96.25,0.00,0.00%,48,0,2.435B,-4.91
